x0,y0,x1,y1,label,detected,frame
0,245,22,275,101,0,1742
623,55,324,86,112,0,1742
157,217,227,247,107,0,1742
955,244,980,264,84,0,1742
15,216,105,242,114,0,1742
216,284,251,307,98,0,1742
885,285,915,308,30,1,1743
297,590,382,655,58,1,1743
313,638,399,713,66,1,1743
859,272,893,296,70,1,1743
900,254,931,281,73,1,1743
136,299,174,327,99,1,1743
819,281,861,313,81,1,1743
622,460,635,485,102,1,1743
956,249,982,272,109,1,1743
43,242,63,258,110,1,1743
384,657,465,716,111,1,1743
77,248,120,272,113,1,1743
826,290,878,325,115,1,1743
78,255,104,274,117,1,1743
0,246,21,275,101,0,1743
643,46,334,78,112,0,1743
161,215,231,245,107,0,1743
955,245,980,264,84,0,1743
9,214,102,240,114,0,1743
215,284,251,307,98,0,1743
885,285,915,308,30,1,1744
297,590,382,654,58,1,1744
312,638,400,712,66,1,1744
859,272,893,296,70,1,1744
901,254,930,281,73,1,1744
136,299,175,328,99,1,1744
818,281,862,313,81,1,1744
622,460,635,485,102,1,1744
956,249,981,272,109,1,1744
43,242,62,258,110,1,1744
384,657,465,716,111,1,1744
77,247,119,272,113,1,1744
826,290,877,325,115,1,1744
0,247,20,276,101,0,1744
663,37,344,69,112,0,1744
164,213,236,244,107,0,1744
956,245,981,264,84,0,1744
3,211,99,238,114,0,1744
215,284,251,307,98,0,1744
77,254,105,274,117,0,1744
885,285,915,308,30,1,1745
299,591,382,655,58,1,1745
312,638,400,712,66,1,1745
859,272,893,296,70,1,1745
901,254,930,281,73,1,1745
136,299,175,328,99,1,1745
819,281,861,313,81,1,1745
622,461,635,485,102,1,1745
951,247,982,271,109,1,1745
42,242,62,258,110,1,1745
384,657,466,716,111,1,1745
826,290,878,325,115,1,1745
77,251,107,273,117,1,1745
0,247,19,277,101,0,1745
684,28,354,59,112,0,1745
167,211,240,242,107,0,1745
956,245,981,265,84,0,1745
0,209,96,236,114,0,1745
214,284,251,307,98,0,1745
76,246,119,272,113,0,1745
885,285,915,308,30,1,1746
299,591,382,655,58,1,1746
313,638,399,712,66,1,1746
859,272,893,296,70,1,1746
900,254,931,281,73,1,1746
136,299,174,328,99,1,1746
819,281,861,313,81,1,1746
622,461,635,485,102,1,1746
950,247,981,271,109,1,1746
43,242,60,257,110,1,1746
386,657,465,716,111,1,1746
826,290,878,325,115,1,1746
76,251,110,272,117,1,1746
0,248,18,278,101,0,1746
705,18,364,50,112,0,1746
171,210,245,240,107,0,1746
956,245,981,265,84,0,1746
0,206,93,233,114,0,1746
214,284,251,307,98,0,1746
75,246,119,271,113,0,1746
885,285,915,308,30,1,1747
298,591,383,655,58,1,1747
313,638,399,712,66,1,1747
859,272,893,296,70,1,1747
900,254,930,282,73,1,1747
136,299,175,328,99,1,1747
819,282,862,314,81,1,1747
622,461,635,485,102,1,1747
950,246,979,270,109,1,1747
386,656,466,716,111,1,1747
825,290,878,325,115,1,1747
76,250,107,271,117,1,1747
0,248,17,279,101,0,1747
727,8,374,41,112,0,1747
174,208,249,239,107,0,1747
957,245,982,265,84,0,1747
0,204,90,231,114,0,1747
214,284,251,307,98,0,1747
74,245,118,271,113,0,1747
42,241,60,257,110,0,1747
885,285,915,308,30,1,1748
298,591,383,656,58,1,1748
313,638,399,711,66,1,1748
859,272,893,296,70,1,1748
900,254,931,281,73,1,1748
136,299,176,328,99,1,1748
818,282,862,314,81,1,1748
622,461,635,485,102,1,1748
950,246,979,270,109,1,1748
387,656,465,716,111,1,1748
825,291,877,325,115,1,1748
74,251,107,270,117,1,1748
0,249,16,279,101,0,1748
749,0,385,31,112,0,1748
178,206,254,237,107,0,1748
957,246,982,266,84,0,1748
0,201,86,228,114,0,1748
213,284,251,308,98,0,1748
73,244,118,270,113,0,1748
41,241,59,257,110,0,1748
885,285,915,308,30,1,1749
298,591,382,656,58,1,1749
313,638,399,712,66,1,1749
859,272,893,296,70,1,1749
900,254,931,281,73,1,1749
137,299,175,328,99,1,1749
818,281,862,313,81,1,1749
622,461,635,485,102,1,1749
950,246,979,270,109,1,1749
386,655,466,716,111,1,1749
825,291,877,325,115,1,1749
74,251,102,269,117,1,1749
0,250,15,280,101,0,1749
771,0,396,21,112,0,1749
182,203,259,235,107,0,1749
958,246,983,266,84,0,1749
0,198,83,226,114,0,1749
213,284,251,308,98,0,1749
72,243,117,269,113,0,1749
41,241,58,257,110,0,1749
885,285,915,308,30,1,1750
298,591,382,656,58,1,1750
313,638,399,712,66,1,1750
859,272,893,296,70,1,1750
900,254,931,281,73,1,1750
138,299,176,328,99,1,1750
819,281,861,313,81,1,1750
622,461,635,485,102,1,1750
950,246,979,270,109,1,1750
386,655,467,716,111,1,1750
825,291,877,325,115,1,1750
74,254,95,271,117,1,1750
0,250,14,281,101,0,1750
794,0,408,11,112,0,1750
186,201,264,233,107,0,1750
958,246,983,266,84,0,1750
0,196,80,223,114,0,1750
213,284,251,308,98,0,1750
72,242,117,269,113,0,1750
40,240,57,257,110,0,1750
885,285,915,308,30,1,1751
298,591,382,656,58,1,1751
313,638,399,712,66,1,1751
859,272,893,296,70,1,1751
900,254,931,280,73,1,1751
138,298,176,328,99,1,1751
819,282,861,313,81,1,1751
622,461,635,485,102,1,1751
950,246,979,270,109,1,1751
386,655,467,716,111,1,1751
825,291,877,325,115,1,1751
72,255,96,272,117,1,1751
0,251,13,282,101,0,1751
817,0,419,1,112,0,1751
190,199,269,231,107,0,1751
959,246,984,267,84,0,1751
0,193,76,221,114,0,1751
213,284,251,309,98,0,1751
71,241,116,268,113,0,1751
39,240,57,257,110,0,1751
885,285,915,308,30,1,1752
299,591,383,656,58,1,1752
313,638,399,713,66,1,1752
859,272,893,296,70,1,1752
899,254,930,280,73,1,1752
137,298,176,328,99,1,1752
819,282,861,313,81,1,1752
622,461,635,485,102,1,1752
949,245,979,270,109,1,1752
385,655,467,716,111,1,1752
825,291,877,325,115,1,1752
71,255,94,272,117,1,1752
71,249,110,270,113,1,1752
0,252,12,283,101,0,1752
840,0,431,-9,112,0,1752
194,197,275,229,107,0,1752
959,246,985,267,84,0,1752
0,190,73,218,114,0,1752
213,284,252,309,98,0,1752
39,240,56,257,110,0,1752
885,285,915,307,30,1,1753
299,591,383,656,58,1,1753
313,638,399,713,66,1,1753
859,272,893,296,70,1,1753
899,254,930,280,73,1,1753
138,298,177,328,99,1,1753
818,282,862,314,81,1,1753
622,461,635,485,102,1,1753
949,245,979,270,109,1,1753
386,655,466,716,111,1,1753
825,291,877,325,115,1,1753
69,255,93,272,117,1,1753
70,249,110,269,113,1,1753
0,252,11,284,101,0,1753
864,0,444,-20,112,0,1753
198,195,280,227,107,0,1753
960,247,985,267,84,0,1753
0,187,69,215,114,0,1753
213,284,252,309,98,0,1753
38,239,55,256,110,0,1753
885,285,915,307,30,1,1754
299,591,383,656,58,1,1754
313,637,399,712,66,1,1754
859,272,893,296,70,1,1754
899,254,930,280,73,1,1754
137,298,177,327,99,1,1754
818,282,862,314,81,1,1754
622,461,635,485,102,1,1754
949,245,980,270,109,1,1754
385,655,468,716,111,1,1754
825,291,877,325,115,1,1754
70,254,93,271,117,1,1754
71,249,112,269,113,1,1754
0,253,10,285,101,0,1754
889,0,456,-30,112,0,1754
203,193,286,225,107,0,1754
960,247,986,268,84,0,1754
0,184,65,212,114,0,1754
214,284,252,310,98,0,1754
37,239,54,256,110,0,1754
885,285,915,307,30,1,1755
299,591,383,656,58,1,1755
313,637,399,712,66,1,1755
859,272,893,296,70,1,1755
899,254,930,280,73,1,1755
138,298,176,327,99,1,1755
818,282,862,314,81,1,1755
622,461,635,485,102,1,1755
949,245,979,270,109,1,1755
385,655,468,716,111,1,1755
825,291,877,325,115,1,1755
69,255,90,271,117,1,1755
71,249,110,269,113,1,1755
0,254,8,285,101,0,1755
913,0,469,-42,112,0,1755
207,191,291,223,107,0,1755
961,247,986,268,84,0,1755
0,181,61,209,114,0,1755
214,285,253,310,98,0,1755
36,239,53,256,110,0,1755
885,285,915,307,30,1,1756
299,591,383,656,58,1,1756
312,637,400,712,66,1,1756
859,272,893,296,70,1,1756
899,254,930,280,73,1,1756
138,298,177,324,99,1,1756
818,281,862,313,81,1,1756
622,461,635,485,102,1,1756
948,245,979,270,109,1,1756
386,655,467,716,111,1,1756
825,291,877,325,115,1,1756
68,254,89,272,117,1,1756
70,249,110,269,113,1,1756
0,254,7,286,101,0,1756
938,0,482,-53,112,0,1756
212,188,297,221,107,0,1756
961,247,987,269,84,0,1756
0,177,57,206,114,0,1756
214,285,253,311,98,0,1756
36,238,52,256,110,0,1756
885,285,915,307,30,1,1757
299,591,383,656,58,1,1757
312,637,400,712,66,1,1757
859,272,893,296,70,1,1757
900,255,931,280,73,1,1757
140,298,175,323,99,1,1757
818,281,862,313,81,1,1757
622,461,635,485,102,1,1757
948,246,978,270,109,1,1757
385,655,468,716,111,1,1757
825,291,878,325,115,1,1757
67,251,88,271,117,1,1757
71,249,107,268,113,1,1757
0,255,6,287,101,0,1757
964,0,495,-64,112,0,1757
216,186,303,219,107,0,1757
962,248,987,269,84,0,1757
0,174,53,203,114,0,1757
215,285,254,311,98,0,1757
35,238,51,256,110,0,1757
885,285,915,307,30,1,1758
299,591,383,656,58,1,1758
313,637,399,712,66,1,1758
859,272,893,296,70,1,1758
901,255,931,280,73,1,1758
139,297,175,322,99,1,1758
818,281,862,312,81,1,1758
622,461,635,485,102,1,1758
948,246,978,271,109,1,1758
386,655,467,716,111,1,1758
825,291,878,325,115,1,1758
66,250,90,270,117,1,1758
73,248,105,268,113,1,1758
990,0,509,-76,112,0,1758
221,184,309,217,107,0,1758
962,248,988,269,84,0,1758
0,171,49,200,114,0,1758
215,285,255,311,98,0,1758
34,238,51,256,110,0,1758
885,285,915,307,30,1,1759
299,591,383,656,58,1,1759
313,637,399,712,66,1,1759
859,272,893,296,70,1,1759
901,255,931,280,73,1,1759
138,298,178,322,99,1,1759
819,282,861,313,81,1,1759
622,461,635,485,102,1,1759
948,246,977,271,109,1,1759
385,655,467,716,111,1,1759
825,291,878,325,115,1,1759
65,251,90,271,117,1,1759
72,248,103,268,113,1,1759
1016,0,523,-88,112,0,1759
226,181,315,215,107,0,1759
963,248,989,270,84,0,1759
0,168,45,197,114,0,1759
216,286,256,312,98,0,1759
33,237,50,255,110,0,1759
885,285,915,307,30,1,1760
299,591,383,656,58,1,1760
312,636,399,712,66,1,1760
859,272,893,296,70,1,1760
901,255,931,280,73,1,1760
139,298,177,321,99,1,1760
819,282,861,313,81,1,1760
622,461,635,485,102,1,1760
948,247,977,271,109,1,1760
385,654,468,716,111,1,1760
825,291,878,325,115,1,1760
72,247,101,268,113,1,1760
1043,0,537,-100,112,0,1760
231,179,321,213,107,0,1760
963,248,989,270,84,0,1760
0,164,41,194,114,0,1760
216,286,256,312,98,0,1760
33,237,49,255,110,0,1760
64,251,89,271,117,0,1760
885,285,915,307,30,1,1761
299,590,382,657,58,1,1761
311,636,401,712,66,1,1761
859,273,892,294,70,1,1761
900,255,932,281,73,1,1761
141,298,178,322,99,1,1761
818,282,862,313,81,1,1761
623,461,635,485,102,1,1761
947,246,978,270,109,1,1761
385,656,468,716,111,1,1761
825,291,878,325,115,1,1761
68,246,103,267,113,1,1761
1070,0,551,-112,112,0,1761
236,177,328,211,107,0,1761
964,249,990,271,84,0,1761
0,161,37,191,114,0,1761
217,286,257,313,98,0,1761
32,237,48,255,110,0,1761
63,251,88,271,117,0,1761
885,285,915,307,30,1,1762
299,590,383,657,58,1,1762
311,636,401,712,66,1,1762
859,273,892,294,70,1,1762
900,255,932,281,73,1,1762
140,298,179,322,99,1,1762
817,285,864,316,81,1,1762
623,461,635,485,102,1,1762
947,246,977,270,109,1,1762
385,656,468,717,111,1,1762
828,292,877,325,115,1,1762
66,245,102,267,113,1,1762
1097,0,566,-124,112,0,1762
242,174,334,209,107,0,1762
965,249,990,271,84,0,1762
0,157,32,187,114,0,1762
218,287,258,314,98,0,1762
31,236,47,255,110,0,1762
62,251,86,271,117,0,1762
884,285,914,307,30,1,1763
299,590,383,658,58,1,1763
311,637,401,712,66,1,1763
860,274,891,294,70,1,1763
901,256,932,281,73,1,1763
142,297,179,321,99,1,1763
817,285,864,317,81,1,1763
622,462,634,486,102,1,1763
947,246,977,271,109,1,1763
385,657,468,717,111,1,1763
827,292,877,324,115,1,1763
66,245,100,266,113,1,1763
247,172,341,207,107,0,1763
965,249,991,271,84,0,1763
0,154,28,184,114,0,1763
218,287,259,314,98,0,1763
30,236,46,255,110,0,1763
61,251,85,271,117,0,1763
884,285,914,307,30,1,1764
298,589,383,658,58,1,1764
311,637,401,713,66,1,1764
859,274,892,294,70,1,1764
901,256,932,281,73,1,1764
141,297,181,321,99,1,1764
817,285,863,317,81,1,1764
622,462,634,486,102,1,1764
947,245,977,271,109,1,1764
386,656,467,717,111,1,1764
828,292,877,324,115,1,1764
65,244,100,266,113,1,1764
252,169,347,204,107,0,1764
966,249,992,272,84,0,1764
0,150,24,181,114,0,1764
219,288,261,315,98,0,1764
30,236,45,254,110,0,1764
60,250,84,271,117,0,1764
884,285,915,307,30,1,1765
298,589,383,658,58,1,1765
311,637,401,713,66,1,1765
859,274,891,293,70,1,1765
901,256,932,281,73,1,1765
141,297,181,321,99,1,1765
817,285,863,317,81,1,1765
622,462,634,486,102,1,1765
946,245,977,272,109,1,1765
385,656,468,717,111,1,1765
828,292,876,323,115,1,1765
64,245,100,266,113,1,1765
258,167,354,202,107,0,1765
966,250,992,272,84,0,1765
0,146,19,177,114,0,1765
220,288,262,315,98,0,1765
29,235,44,254,110,0,1765
59,250,83,271,117,0,1765
884,285,914,307,30,1,1766
298,589,383,658,58,1,1766
312,638,400,713,66,1,1766
860,274,891,293,70,1,1766
901,256,932,281,73,1,1766
141,296,181,321,99,1,1766
816,285,862,317,81,1,1766
622,462,634,486,102,1,1766
946,245,978,272,109,1,1766
386,656,467,717,111,1,1766
828,292,877,323,115,1,1766
65,245,97,266,113,1,1766
264,164,361,200,107,0,1766
967,250,993,273,84,0,1766
0,142,14,173,114,0,1766
221,289,263,316,98,0,1766
28,235,43,254,110,0,1766
58,250,82,271,117,0,1766
884,285,914,307,30,1,1767
298,589,383,658,58,1,1767
312,638,400,713,66,1,1767
860,274,891,293,70,1,1767
901,256,932,281,73,1,1767
141,296,183,321,99,1,1767
816,285,862,317,81,1,1767
622,462,634,486,102,1,1767
946,245,978,272,109,1,1767
385,657,467,717,111,1,1767
828,292,877,323,115,1,1767
63,244,97,266,113,1,1767
269,162,368,197,107,0,1767
968,250,994,273,84,0,1767
0,139,10,170,114,0,1767
222,289,264,317,98,0,1767
27,235,42,254,110,0,1767
57,250,80,271,117,0,1767
884,285,914,307,30,1,1768
298,589,383,658,58,1,1768
312,638,400,713,66,1,1768
860,274,891,293,70,1,1768
901,256,932,281,73,1,1768
141,296,183,320,99,1,1768
816,285,862,317,81,1,1768
622,462,634,486,102,1,1768
946,245,978,272,109,1,1768
385,657,466,717,111,1,1768
828,292,876,323,115,1,1768
62,243,96,265,113,1,1768
275,159,375,195,107,0,1768
968,251,994,274,84,0,1768
0,135,5,166,114,0,1768
224,290,266,318,98,0,1768
27,234,41,254,110,0,1768
56,250,79,271,117,0,1768
884,285,915,307,30,1,1769
298,589,383,658,58,1,1769
312,637,400,712,66,1,1769
860,274,891,293,70,1,1769
901,256,931,281,73,1,1769
141,296,183,320,99,1,1769
816,285,862,317,81,1,1769
622,462,634,486,102,1,1769
946,245,978,272,109,1,1769
385,657,466,717,111,1,1769
828,292,876,323,115,1,1769
62,242,95,265,113,1,1769
281,157,383,193,107,0,1769
969,251,995,274,84,0,1769
0,131,0,162,114,0,1769
225,290,267,318,98,0,1769
26,234,40,253,110,0,1769
55,250,78,272,117,0,1769
884,285,915,307,30,1,1770
298,589,383,658,58,1,1770
312,637,400,712,66,1,1770
860,274,891,293,70,1,1770
901,256,931,281,73,1,1770
141,296,184,319,99,1,1770
816,285,862,317,81,1,1770
622,462,634,486,102,1,1770
946,245,978,272,109,1,1770
385,657,466,717,111,1,1770
828,292,877,323,115,1,1770
61,242,95,265,113,1,1770
288,154,390,190,107,0,1770
970,251,996,274,84,0,1770
0,127,-4,159,114,0,1770
226,291,269,319,98,0,1770
25,234,39,253,110,0,1770
53,250,77,272,117,0,1770
883,285,914,307,30,1,1771
298,589,383,658,58,1,1771
312,636,400,712,66,1,1771
860,274,891,293,70,1,1771
901,256,931,280,73,1,1771
143,296,183,319,99,1,1771
816,285,862,317,81,1,1771
622,462,634,486,102,1,1771
946,245,978,272,109,1,1771
385,657,466,717,111,1,1771
828,292,877,323,115,1,1771
60,243,94,265,113,1,1771
294,151,398,188,107,0,1771
971,251,997,275,84,0,1771
0,123,-9,155,114,0,1771
227,291,270,320,98,0,1771
24,233,38,253,110,0,1771
52,249,75,272,117,0,1771
884,285,914,307,30,1,1772
298,589,383,658,58,1,1772
311,636,401,712,66,1,1772
860,274,891,293,70,1,1772
901,256,931,280,73,1,1772
144,295,183,318,99,1,1772
816,285,862,317,81,1,1772
622,462,634,486,102,1,1772
946,245,978,272,109,1,1772
385,657,466,717,111,1,1772
828,292,876,323,115,1,1772
58,243,94,265,113,1,1772
971,252,997,275,84,0,1772
0,118,-14,151,114,0,1772
229,292,272,321,98,0,1772
23,233,37,253,110,0,1772
51,249,74,272,117,0,1772
884,285,914,307,30,1,1773
298,589,383,658,58,1,1773
311,637,401,713,66,1,1773
860,274,891,293,70,1,1773
901,256,931,280,73,1,1773
145,294,183,318,99,1,1773
816,285,862,317,81,1,1773
622,462,634,486,102,1,1773
946,245,977,272,109,1,1773
385,657,466,717,111,1,1773
828,292,876,323,115,1,1773
57,244,93,265,113,1,1773
972,252,998,276,84,0,1773
0,114,-20,147,114,0,1773
230,292,273,321,98,0,1773
22,233,36,253,110,0,1773
50,249,73,272,117,0,1773
884,285,914,308,30,1,1774
298,589,383,658,58,1,1774
311,637,401,713,66,1,1774
860,274,891,293,70,1,1774
901,256,931,280,73,1,1774
145,294,184,318,99,1,1774
816,285,862,317,81,1,1774
622,462,634,486,102,1,1774
946,245,977,272,109,1,1774
385,657,466,717,111,1,1774
828,292,876,323,115,1,1774
56,244,92,266,113,1,1774
973,252,999,276,84,0,1774
0,110,-25,143,114,0,1774
232,293,275,322,98,0,1774
22,232,34,252,110,0,1774
49,249,71,272,117,0,1774
884,285,914,308,30,1,1775
298,589,383,658,58,1,1775
311,637,401,713,66,1,1775
860,274,891,293,70,1,1775
901,256,931,280,73,1,1775
145,293,184,317,99,1,1775
816,285,862,317,81,1,1775
622,462,634,486,102,1,1775
945,245,977,272,109,1,1775
385,657,466,717,111,1,1775
829,292,876,323,115,1,1775
56,244,89,265,113,1,1775
974,253,1000,277,84,0,1775
0,106,-30,139,114,0,1775
233,294,277,323,98,0,1775
21,232,33,252,110,0,1775
48,249,70,272,117,0,1775
884,285,914,308,30,1,1776
298,589,383,658,58,1,1776
312,637,400,712,66,1,1776
860,274,891,293,70,1,1776
901,256,931,280,73,1,1776
146,293,184,317,99,1,1776
816,284,863,317,81,1,1776
623,461,635,485,102,1,1776
945,245,976,272,109,1,1776
385,657,466,717,111,1,1776
828,292,877,323,115,1,1776
55,244,88,266,113,1,1776
974,253,1000,277,84,0,1776
0,101,-36,134,114,0,1776
235,295,279,324,98,0,1776
20,231,32,252,110,0,1776
47,249,69,272,117,0,1776
884,285,914,308,30,1,1777
298,589,383,658,58,1,1777
312,637,400,712,66,1,1777
860,274,891,293,70,1,1777
901,256,931,280,73,1,1777
146,293,185,317,99,1,1777
816,284,863,316,81,1,1777
623,461,635,485,102,1,1777
945,245,976,272,109,1,1777
385,657,466,717,111,1,1777
828,292,876,323,115,1,1777
54,244,87,265,113,1,1777
0,97,-41,130,114,0,1777
237,295,281,325,98,0,1777
19,231,31,252,110,0,1777
46,249,67,272,117,0,1777
885,285,915,308,30,1,1778
298,589,383,658,58,1,1778
312,637,400,712,66,1,1778
860,274,891,293,70,1,1778
901,256,931,280,73,1,1778
147,293,184,316,99,1,1778
816,284,863,316,81,1,1778
623,461,635,485,102,1,1778
945,245,976,272,109,1,1778
385,657,466,717,111,1,1778
828,292,877,323,115,1,1778
55,243,84,265,113,1,1778
0,92,-47,126,114,0,1778
239,296,283,326,98,0,1778
18,231,30,252,110,0,1778
45,248,66,272,117,0,1778
885,285,915,308,30,1,1779
298,589,383,658,58,1,1779
311,636,401,712,66,1,1779
860,274,891,293,70,1,1779
901,256,931,280,73,1,1779
146,292,186,316,99,1,1779
816,284,863,316,81,1,1779
623,461,635,485,102,1,1779
945,245,976,272,109,1,1779
385,656,466,716,111,1,1779
828,292,877,323,115,1,1779
55,243,82,264,113,1,1779
0,88,-52,122,114,0,1779
241,297,285,327,98,0,1779
17,230,29,251,110,0,1779
43,248,64,272,117,0,1779
885,285,915,308,30,1,1780
298,589,383,658,58,1,1780
311,636,401,712,66,1,1780
860,274,891,293,70,1,1780
900,256,931,280,73,1,1780
147,292,185,315,99,1,1780
816,284,863,316,81,1,1780
623,461,635,485,102,1,1780
945,245,976,272,109,1,1780
386,656,466,716,111,1,1780
828,292,876,323,115,1,1780
55,242,81,264,113,1,1780
243,298,287,328,98,0,1780
16,230,28,251,110,0,1780
42,248,63,272,117,0,1780
885,285,915,308,30,1,1781
298,589,383,658,58,1,1781
311,636,401,712,66,1,1781
860,274,891,293,70,1,1781
900,256,931,280,73,1,1781
148,292,184,315,99,1,1781
816,284,863,316,81,1,1781
623,461,635,485,102,1,1781
945,245,976,272,109,1,1781
385,656,467,716,111,1,1781
827,292,876,323,115,1,1781
54,241,79,264,113,1,1781
245,298,290,329,98,0,1781
15,230,26,251,110,0,1781
41,248,61,272,117,0,1781
885,285,915,308,30,1,1782
298,589,383,658,58,1,1782
311,636,401,712,66,1,1782
860,274,891,293,70,1,1782
900,256,931,280,73,1,1782
149,292,185,315,99,1,1782
816,284,863,316,81,1,1782
623,461,635,485,102,1,1782
945,245,977,272,109,1,1782
385,656,467,716,111,1,1782
827,292,876,323,115,1,1782
53,240,79,263,113,1,1782
247,299,292,330,98,0,1782
15,229,25,251,110,0,1782
40,248,60,272,117,0,1782
885,285,915,308,30,1,1783
298,589,383,658,58,1,1783
311,636,401,712,66,1,1783
860,274,891,293,70,1,1783
900,256,931,280,73,1,1783
149,292,184,315,99,1,1783
817,284,864,316,81,1,1783
623,461,635,485,102,1,1783
945,245,977,272,109,1,1783
385,656,467,716,111,1,1783
827,292,876,323,115,1,1783
53,240,79,263,113,1,1783
249,300,294,331,98,0,1783
14,229,24,251,110,0,1783
39,248,58,272,117,0,1783
885,285,915,308,30,1,1784
298,589,383,658,58,1,1784
311,637,401,713,66,1,1784
860,274,891,293,70,1,1784
901,255,931,280,73,1,1784
150,292,185,315,99,1,1784
817,284,863,317,81,1,1784
623,461,635,485,102,1,1784
945,245,977,272,109,1,1784
385,656,467,716,111,1,1784
827,292,876,323,115,1,1784
52,239,78,263,113,1,1784
139,259,166,278,118,1,1784
251,301,297,332,98,0,1784
13,229,23,250,110,0,1784
38,248,57,273,117,0,1784
885,285,915,308,30,1,1785
298,589,383,658,58,1,1785
311,637,401,713,66,1,1785
860,274,891,293,70,1,1785
900,255,931,280,73,1,1785
150,292,186,315,99,1,1785
816,284,864,317,81,1,1785
623,461,635,485,102,1,1785
946,245,977,272,109,1,1785
386,656,467,716,111,1,1785
827,292,876,323,115,1,1785
51,239,78,263,113,1,1785
137,258,165,278,118,1,1785
253,302,299,333,98,0,1785
12,228,22,250,110,0,1785
36,248,55,273,117,0,1785
885,285,915,308,30,1,1786
298,589,383,658,58,1,1786
311,638,401,713,66,1,1786
860,274,891,293,70,1,1786
900,255,931,280,73,1,1786
150,292,187,315,99,1,1786
816,284,864,317,81,1,1786
623,461,635,485,102,1,1786
946,245,977,272,109,1,1786
386,657,467,716,111,1,1786
827,292,876,323,115,1,1786
50,238,79,262,113,1,1786
137,257,163,277,118,1,1786
256,303,302,334,98,0,1786
11,228,20,250,110,0,1786
35,248,54,273,117,0,1786
885,286,915,308,30,1,1787
298,589,383,658,58,1,1787
312,638,400,713,66,1,1787
860,274,891,293,70,1,1787
900,255,931,280,73,1,1787
152,292,187,315,99,1,1787
817,284,863,317,81,1,1787
623,461,635,485,102,1,1787
946,245,977,272,109,1,1787
386,657,466,716,111,1,1787
827,292,876,323,115,1,1787
50,239,78,262,113,1,1787
136,257,161,277,118,1,1787
258,304,304,336,98,0,1787
10,227,19,250,110,0,1787
34,247,52,273,117,0,1787
885,286,915,308,30,1,1788
298,589,383,658,58,1,1788
312,638,400,713,66,1,1788
860,274,891,293,70,1,1788
900,255,931,280,73,1,1788
152,292,188,315,99,1,1788
817,285,863,317,81,1,1788
623,461,635,485,102,1,1788
946,245,977,272,109,1,1788
386,657,467,716,111,1,1788
827,292,876,323,115,1,1788
50,239,77,261,113,1,1788
134,256,159,276,118,1,1788
9,227,18,249,110,0,1788
33,247,51,273,117,0,1788
885,286,915,308,30,1,1789
298,589,383,658,58,1,1789
312,638,400,713,66,1,1789
860,274,891,293,70,1,1789
901,255,931,280,73,1,1789
152,292,188,315,99,1,1789
816,284,864,317,81,1,1789
623,461,635,485,102,1,1789
946,245,977,272,109,1,1789
386,657,467,716,111,1,1789
827,292,876,323,115,1,1789
48,238,76,261,113,1,1789
134,255,158,276,118,1,1789
8,227,17,249,110,0,1789
31,247,49,273,117,0,1789
885,286,915,308,30,1,1790
298,589,383,658,58,1,1790
312,638,400,713,66,1,1790
860,274,891,293,70,1,1790
901,255,932,280,73,1,1790
154,293,187,316,99,1,1790
816,284,864,317,81,1,1790
623,461,635,485,102,1,1790
946,245,977,272,109,1,1790
386,657,467,716,111,1,1790
827,292,876,323,115,1,1790
47,238,75,261,113,1,1790
132,254,157,276,118,1,1790
7,226,15,249,110,0,1790
30,247,47,273,117,0,1790
885,286,915,308,30,1,1791
298,589,383,658,58,1,1791
312,638,400,713,66,1,1791
860,274,891,293,70,1,1791
901,255,932,280,73,1,1791
155,293,187,316,99,1,1791
816,284,864,317,81,1,1791
623,461,635,485,102,1,1791
946,245,977,272,109,1,1791
386,656,467,716,111,1,1791
827,292,876,323,115,1,1791
46,238,75,261,113,1,1791
130,255,156,276,118,1,1791
6,226,14,249,110,0,1791
29,247,46,273,117,0,1791
885,286,915,308,30,1,1792
298,589,383,658,58,1,1792
312,638,400,713,66,1,1792
860,274,891,293,70,1,1792
901,255,932,280,73,1,1792
154,293,189,316,99,1,1792
817,284,864,316,81,1,1792
623,461,635,485,102,1,1792
946,245,977,272,109,1,1792
386,656,467,716,111,1,1792
827,292,876,323,115,1,1792
45,238,75,261,113,1,1792
129,255,153,276,118,1,1792
5,225,13,249,110,0,1792
28,247,44,273,117,0,1792
885,286,915,308,30,1,1793
298,589,383,658,58,1,1793
312,638,400,713,66,1,1793
860,274,891,293,70,1,1793
901,255,932,280,73,1,1793
153,293,191,315,99,1,1793
817,284,864,316,81,1,1793
623,461,635,485,102,1,1793
946,245,977,272,109,1,1793
386,656,467,716,111,1,1793
828,292,876,323,115,1,1793
45,238,75,261,113,1,1793
128,254,152,277,118,1,1793
4,225,11,248,110,0,1793
26,247,43,274,117,0,1793
885,286,915,308,30,1,1794
298,589,383,658,58,1,1794
312,638,401,713,66,1,1794
860,274,891,293,70,1,1794
901,255,932,280,73,1,1794
154,292,190,315,99,1,1794
817,284,863,316,81,1,1794
623,461,635,485,102,1,1794
946,245,977,272,109,1,1794
386,656,467,716,111,1,1794
828,292,877,323,115,1,1794
45,238,74,261,113,1,1794
127,254,151,276,118,1,1794
3,225,10,248,110,0,1794
25,247,41,274,117,0,1794
885,286,915,308,30,1,1795
298,589,383,658,58,1,1795
312,638,401,712,66,1,1795
860,274,891,293,70,1,1795
901,255,932,280,73,1,1795
